"timestamp","temperature","humidity","co2","smoke"
2024-09-01 02:09:00,12.5,61.5,-67,"0"
2024-09-01 02:10:00,15.6,61.1,197,"0"
2024-09-01 02:11:00,13.6,56.5,182,"0"
2024-09-01 02:12:00,12.8,56.7,265,"0"
2024-09-01 02:13:00,11.9,58.8,205,"0"
2024-09-01 02:14:00,8.7,56.6,134,"0"
2024-09-01 02:15:00,15.1,52.4,81,"0"
2024-09-01 02:16:00,9.9,58.3,190,"0"
2024-09-01 02:17:00,14.3,62.5,235,"0"
2024-09-01 02:18:00,16.7,60.4,233,"0"
2024-09-01 02:19:00,10,59.5,270,"0"
2024-09-01 02:20:00,14.3,61.8,242,"0"
2024-09-01 02:21:00,12.4,58.3,161,"0"
2024-09-01 02:22:00,9.8,58.3,146,"0"
2024-09-01 02:23:00,9.9,62.3,202,"0"
2024-09-01 02:24:00,9.8,58.9,130,"0"
2024-09-01 02:25:00,11.9,58.1,128,"0"
2024-09-01 02:26:00,10.1,57.6,264,"0"
2024-09-01 02:27:00,14.4,59,343,"0"
2024-09-01 02:28:00,24.3,60.7,709,"1"
2024-09-01 02:29:00,10.5,60.2,225,"0"
2024-09-01 02:30:00,14.6,56.8,96,"0"
2024-09-01 02:31:00,14.6,64.2,213,"0"
2024-09-01 02:32:00,13.8,57.5,189,"0"
2024-09-01 02:33:00,11.1,62.7,77,"0"
2024-09-01 02:34:00,12.9,61.1,212,"0"
2024-09-01 02:35:00,12.6,61.9,119,"0"
2024-09-01 02:36:00,14.3,61.3,192,"0"
2024-09-01 02:37:00,12.4,56.8,231,"0"
2024-09-01 02:38:00,15.2,58.8,212,"0"
2024-09-01 02:39:00,12.5,61.7,50,"0"
2024-09-01 02:40:00,15.3,62.4,47,"0"
2024-09-01 02:41:00,11.1,61.8,192,"0"
2024-09-01 02:42:00,10.7,58.3,3,"0"
2024-09-01 02:43:00,19.8,57.7,171,"0"
2024-09-01 02:44:00,12.5,60,162,"0"
2024-09-01 02:45:00,13.9,53.7,138,"0"
2024-09-01 02:46:00,14.6,62.3,149,"0"
2024-09-01 02:47:00,12.4,61.1,86,"0"
2024-09-01 02:48:00,14.4,55.7,228,"0"
2024-09-01 02:49:00,14.1,57.6,204,"0"
2024-09-01 02:50:00,13,59.9,100,"0"
2024-09-01 02:51:00,13.5,61.5,55,"0"
2024-09-01 02:52:00,13.4,64.1,243,"0"
2024-09-01 02:53:00,17.7,59,208,"0"
2024-09-01 02:54:00,12,61.8,321,"0"
2024-09-01 02:55:00,11.3,65.1,43,"0"
2024-09-01 02:56:00,13.6,61.6,33,"0"
2024-09-01 02:57:00,14.1,62.1,196,"0"
2024-09-01 02:58:00,14.4,61.4,203,"0"
2024-09-01 02:59:00,12.6,58.5,229,"0"
2024-09-01 03:00:00,11.4,60.6,94,"0"
2024-09-01 03:01:00,16.1,53,229,"0"
2024-09-01 03:02:00,12.9,59.5,169,"0"
2024-09-01 03:03:00,11.9,60.5,281,"0"
2024-09-01 03:04:00,13.1,63.1,139,"0"
2024-09-01 03:05:00,13.2,61.7,124,"0"
2024-09-01 03:06:00,15.9,63.3,159,"0"
2024-09-01 03:07:00,21,63.5,778,"1"
2024-09-01 03:08:00,15.2,58.2,124,"0"
2024-09-01 03:09:00,12.7,59,188,"0"
2024-09-01 03:10:00,14.1,57.4,120,"0"
2024-09-01 03:11:00,13.1,58.2,202,"0"
2024-09-01 03:12:00,13.9,60.6,297,"0"
2024-09-01 03:13:00,12,58.6,188,"0"
2024-09-01 03:14:00,11.1,60.6,215,"0"
2024-09-01 03:15:00,17.8,61.4,130,"0"
2024-09-01 03:16:00,20.6,70.7,1073,"1"
2024-09-01 03:17:00,11.3,58.5,169,"0"
2024-09-01 03:18:00,12.6,61,101,"0"
2024-09-01 03:19:00,11.5,60.1,29,"0"
2024-09-01 03:20:00,18.2,60.5,239,"0"
2024-09-01 03:21:00,16.5,62.4,-62,"0"
2024-09-01 03:22:00,13.3,64,215,"0"
2024-09-01 03:23:00,21.9,71.8,847,"1"
2024-09-01 03:24:00,13.1,59.8,33,"0"
2024-09-01 03:25:00,13,59.2,202,"0"
2024-09-01 03:26:00,12.3,63,142,"0"
2024-09-01 03:27:00,12.8,56.5,18,"0"
2024-09-01 03:28:00,17.3,54.8,233,"0"
2024-09-01 03:29:00,13.9,66.1,355,"0"
2024-09-01 03:30:00,14.2,55.3,187,"0"
2024-09-01 03:31:00,14.5,54.7,192,"0"
2024-09-01 03:32:00,16.5,58.4,138,"0"
2024-09-01 03:33:00,13,56.1,121,"0"
2024-09-01 03:34:00,12,62.4,99,"0"
2024-09-01 03:35:00,17.4,55.1,200,"0"
2024-09-01 03:36:00,13.2,57.9,85,"0"
2024-09-01 03:37:00,12.6,57.3,29,"0"
2024-09-01 03:38:00,11.6,53,165,"0"
2024-09-01 03:39:00,11.5,59.4,44,"0"
2024-09-01 03:40:00,13,57.4,107,"0"
2024-09-01 03:41:00,15.4,60.8,173,"0"
2024-09-01 03:42:00,16.4,58.4,89,"0"
2024-09-01 03:43:00,15.6,60.7,27,"0"
2024-09-01 03:44:00,23.3,77.5,930,"1"
2024-09-01 03:45:00,14.3,59.4,171,"0"
2024-09-01 03:46:00,12.8,57.9,290,"0"
2024-09-01 03:47:00,12.8,60,198,"0"
2024-09-01 03:48:00,16,54.5,-48,"0"
2024-09-01 03:49:00,12.2,64.9,212,"0"
2024-09-01 03:50:00,18.1,53.3,181,"0"
2024-09-01 03:51:00,14.1,58.2,84,"0"
2024-09-01 03:52:00,14.7,57.7,83,"0"
2024-09-01 03:53:00,12.8,57.7,268,"0"
2024-09-01 03:54:00,13.1,58,58,"0"
2024-09-01 03:55:00,19.8,64.2,825,"1"
2024-09-01 03:56:00,13.9,55.5,97,"0"
2024-09-01 03:57:00,15.1,56.5,168,"0"
2024-09-01 03:58:00,15,58.2,151,"0"
2024-09-01 03:59:00,12.8,57,166,"0"
2024-09-01 04:00:00,12.8,59.3,197,"0"
2024-09-01 04:01:00,13.3,58.5,74,"0"
2024-09-01 04:02:00,17.4,61.4,122,"0"
2024-09-01 04:03:00,12.1,62.9,255,"0"
2024-09-01 04:04:00,14,60.2,122,"0"
2024-09-01 04:05:00,18.2,55.5,203,"0"
2024-09-01 04:06:00,14.2,58.9,-15,"0"
2024-09-01 04:07:00,11.7,59,218,"0"
2024-09-01 04:08:00,13.1,57,279,"0"
2024-09-01 04:09:00,15.4,56.7,-32,"0"
2024-09-01 04:10:00,13.7,58.7,358,"0"
2024-09-01 04:11:00,22.2,75,596,"1"
2024-09-01 04:12:00,13.8,58,151,"0"
2024-09-01 04:13:00,14.7,53.9,171,"0"
2024-09-01 04:14:00,17.7,56.5,350,"0"
2024-09-01 04:15:00,14.3,58.3,201,"0"
2024-09-01 04:16:00,26.2,70.8,559,"1"
2024-09-01 04:17:00,15.8,58.8,101,"0"
2024-09-01 04:18:00,21.2,68.2,976,"1"
2024-09-01 04:19:00,11.5,57.2,137,"0"
2024-09-01 04:20:00,13.5,56,21,"0"
2024-09-01 04:21:00,13.6,54.3,33,"0"
2024-09-01 04:22:00,14.7,63,172,"0"
2024-09-01 04:23:00,17.2,62.7,160,"0"
2024-09-01 04:24:00,19.2,56.1,223,"0"
2024-09-01 04:25:00,17.7,56.5,201,"0"
2024-09-01 04:26:00,14.3,56.1,375,"0"
2024-09-01 04:27:00,11.1,53.6,143,"0"
2024-09-01 04:28:00,13.8,55.3,65,"0"
2024-09-01 04:29:00,14.8,61.1,51,"0"
2024-09-01 04:30:00,16.3,56,217,"0"
2024-09-01 04:31:00,16.6,52.9,66,"0"
2024-09-01 04:32:00,16,54.9,115,"0"
2024-09-01 04:33:00,11.9,57.1,137,"0"
2024-09-01 04:34:00,16.4,59.6,154,"0"
2024-09-01 04:35:00,13.8,55.3,319,"0"
2024-09-01 04:36:00,24.6,68.9,809,"1"
2024-09-01 04:37:00,14.8,55.1,41,"0"
2024-09-01 04:38:00,15.5,53.7,114,"0"
2024-09-01 04:39:00,14.7,58.2,207,"0"
2024-09-01 04:40:00,11.4,61.1,11,"0"
2024-09-01 04:41:00,16.2,56.3,145,"0"
2024-09-01 04:42:00,15.5,55.6,149,"0"
2024-09-01 04:43:00,14.2,57.6,52,"0"
2024-09-01 04:44:00,15,57.7,304,"0"
2024-09-01 04:45:00,15,57.1,114,"0"
2024-09-01 04:46:00,15.2,53.4,191,"0"
2024-09-01 04:47:00,18,57.1,98,"0"
2024-09-01 04:48:00,14.3,62.4,71,"0"
2024-09-01 04:49:00,15.1,56.6,311,"0"
2024-09-01 04:50:00,17.1,57,23,"0"
2024-09-01 04:51:00,16.9,60,196,"0"
2024-09-01 04:52:00,17.1,51.7,177,"0"
2024-09-01 04:53:00,13.6,55.1,117,"0"
2024-09-01 04:54:00,18.8,53.9,257,"0"
2024-09-01 04:55:00,14.9,57.6,151,"0"
2024-09-01 04:56:00,26.7,66.6,1121,"1"
2024-09-01 04:57:00,12.1,54.2,96,"0"
2024-09-01 04:58:00,14.9,56.9,94,"0"
2024-09-01 04:59:00,17.3,52.3,331,"0"
2024-09-01 05:00:00,13.4,53.2,228,"0"
2024-09-01 05:01:00,13.3,57,116,"0"
2024-09-01 05:02:00,13,56.6,135,"0"
2024-09-01 05:03:00,12.7,55.2,177,"0"
2024-09-01 05:04:00,14,55.1,148,"0"
2024-09-01 05:05:00,15.5,55.4,79,"0"
2024-09-01 05:06:00,10.8,49.9,288,"0"
2024-09-01 05:07:00,15.3,55.4,236,"0"
2024-09-01 05:08:00,17.4,62.3,130,"0"
2024-09-01 05:09:00,19,52.7,241,"0"
2024-09-01 05:10:00,17.5,53.5,158,"0"
2024-09-01 05:11:00,16.4,50.5,296,"0"
2024-09-01 05:12:00,11.4,54.1,268,"0"
2024-09-01 05:13:00,13.7,47.3,128,"0"
2024-09-01 05:14:00,14.2,54.4,218,"0"
2024-09-01 05:15:00,16.3,56.7,68,"0"
2024-09-01 05:16:00,14.7,54.4,78,"0"
2024-09-01 05:17:00,12.4,51.3,200,"0"
2024-09-01 05:18:00,18.3,50.2,156,"0"
2024-09-01 05:19:00,16.7,52.3,127,"0"
2024-09-01 05:20:00,22.4,66.3,787,"1"
2024-09-01 05:21:00,17.4,55.7,119,"0"
2024-09-01 05:22:00,12.3,54.2,46,"0"
2024-09-01 05:23:00,16.3,45.6,53,"0"
2024-09-01 05:24:00,13.9,51.4,197,"0"
2024-09-01 05:25:00,16.3,53.4,196,"0"
2024-09-01 05:26:00,14.8,54.2,76,"0"
2024-09-01 05:27:00,16.2,53.5,9,"0"
2024-09-01 05:28:00,17.6,51.8,110,"0"
2024-09-01 05:29:00,15,55.1,206,"0"
2024-09-01 05:30:00,25.4,67.1,1086,"1"
2024-09-01 05:31:00,12.6,50,191,"0"
2024-09-01 05:32:00,13.5,54.4,112,"0"
2024-09-01 05:33:00,18,50.1,191,"0"
2024-09-01 05:34:00,15.7,49.1,83,"0"
2024-09-01 05:35:00,10.9,55.3,147,"0"
2024-09-01 05:36:00,12.2,54.6,299,"0"
2024-09-01 05:37:00,14.6,51.4,6,"0"
2024-09-01 05:38:00,22.8,64.9,729,"1"
2024-09-01 05:39:00,20.8,65.4,843,"1"
2024-09-01 05:40:00,16.2,52.4,185,"0"
2024-09-01 05:41:00,16.9,48.1,215,"0"
2024-09-01 05:42:00,18.3,51.4,170,"0"
2024-09-01 05:43:00,15.1,53.9,259,"0"
2024-09-01 05:44:00,14.9,54.4,47,"0"
2024-09-01 05:45:00,11.5,49.7,239,"0"
2024-09-01 05:46:00,15.2,46.6,119,"0"
2024-09-01 05:47:00,13.8,55.2,21,"0"
2024-09-01 05:48:00,13,48.5,6,"0"
2024-09-01 05:49:00,14.6,50.2,95,"0"
2024-09-01 05:50:00,17,53.1,189,"0"
2024-09-01 05:51:00,11,49.7,-42,"0"
2024-09-01 05:52:00,14.1,53,5,"0"
2024-09-01 05:53:00,23.9,60.7,671,"1"
2024-09-01 05:54:00,13.2,47.8,217,"0"
2024-09-01 05:55:00,15.7,50.5,82,"0"
2024-09-01 05:56:00,15.8,49.2,71,"0"
2024-09-01 05:57:00,14.9,49.8,33,"0"
2024-09-01 05:58:00,10.1,48.2,117,"0"
2024-09-01 05:59:00,20.1,49.7,340,"0"
2024-09-01 06:00:00,14.6,50.7,173,"0"
2024-09-01 06:01:00,16.3,50.4,46,"0"
2024-09-01 06:02:00,15.5,51.7,-94,"0"
2024-09-01 06:03:00,17,48.8,253,"0"
2024-09-01 06:04:00,16.6,50.5,-92,"0"
2024-09-01 06:05:00,14.6,51.9,120,"0"
2024-09-01 06:06:00,15.8,44.8,-39,"0"
2024-09-01 06:07:00,13.1,51.1,201,"0"
2024-09-01 06:08:00,16.7,49.6,150,"0"
2024-09-01 06:09:00,14.1,47.5,51,"0"
2024-09-01 06:10:00,19.8,43.7,197,"0"
2024-09-01 06:11:00,11.7,48.1,138,"0"
2024-09-01 06:12:00,14.1,46.2,62,"0"
2024-09-01 06:13:00,16.6,54.7,87,"0"
2024-09-01 06:14:00,16,51.7,219,"0"
2024-09-01 06:15:00,21,59.7,987,"1"
2024-09-01 06:16:00,13,52.4,290,"0"
2024-09-01 06:17:00,15.3,50.2,121,"0"
2024-09-01 06:18:00,15,48.7,3,"0"
2024-09-01 06:19:00,11.4,49.7,133,"0"
2024-09-01 06:20:00,15,50.8,228,"0"
2024-09-01 06:21:00,15.4,49,275,"0"
2024-09-01 06:22:00,15.3,50.2,-30,"0"
2024-09-01 06:23:00,12.9,49.5,177,"0"
2024-09-01 06:24:00,22.1,57.4,723,"1"
2024-09-01 06:25:00,17.7,43,404,"0"
2024-09-01 06:26:00,15.9,44.7,127,"0"
2024-09-01 06:27:00,12.7,44.5,221,"0"
2024-09-01 06:28:00,14.1,53.4,178,"0"
2024-09-01 06:29:00,15.6,46.8,-25,"0"
2024-09-01 06:30:00,13.7,48.6,121,"0"
2024-09-01 06:31:00,10.6,49.8,340,"0"
2024-09-01 06:32:00,16.7,50.6,164,"0"
2024-09-01 06:33:00,13.3,50.4,59,"0"
2024-09-01 06:34:00,13.8,48.2,284,"0"
2024-09-01 06:35:00,17.9,47.9,78,"0"
2024-09-01 06:36:00,13.4,44.7,184,"0"
2024-09-01 06:37:00,16.6,42.9,252,"0"
2024-09-01 06:38:00,12.4,48.8,321,"0"
2024-09-01 06:39:00,21.7,56.3,1054,"1"
2024-09-01 06:40:00,14.8,47,247,"0"
2024-09-01 06:41:00,12.6,46.7,-1,"0"
2024-09-01 06:42:00,13.6,46.1,52,"0"
2024-09-01 06:43:00,14.9,47,214,"0"
2024-09-01 06:44:00,16.2,50.8,189,"0"
2024-09-01 06:45:00,11.6,50.7,101,"0"
2024-09-01 06:46:00,14.2,42,219,"0"
2024-09-01 06:47:00,16.4,53.9,240,"0"
2024-09-01 06:48:00,13.8,42.3,206,"0"
2024-09-01 06:49:00,15.3,51.1,-95,"0"
2024-09-01 06:50:00,15.9,40.3,72,"0"
2024-09-01 06:51:00,15.4,47,213,"0"
2024-09-01 06:52:00,16.2,44.2,215,"0"
2024-09-01 06:53:00,14.6,46.2,135,"0"
2024-09-01 06:54:00,14,44,216,"0"
2024-09-01 06:55:00,9.6,48.3,416,"0"
2024-09-01 06:56:00,14.7,42.4,45,"0"
2024-09-01 06:57:00,15.7,48,129,"0"
2024-09-01 06:58:00,15.9,47,-27,"0"
2024-09-01 06:59:00,13.7,46.6,274,"0"
2024-09-01 07:00:00,18.4,47.2,208,"0"
2024-09-01 07:01:00,15.4,43.6,169,"0"
2024-09-01 07:02:00,15.1,46.7,16,"0"
2024-09-01 07:03:00,17.4,40.5,95,"0"
2024-09-01 07:04:00,13.4,42.5,-21,"0"
2024-09-01 07:05:00,13.9,46.6,-4,"0"
2024-09-01 07:06:00,19.6,39.8,291,"0"
2024-09-01 07:07:00,14.8,40.4,159,"0"
2024-09-01 07:08:00,23.9,50.6,1074,"1"
2024-09-01 07:09:00,11.9,46.9,16,"0"
2024-09-01 07:10:00,14.4,42.7,214,"0"
2024-09-01 07:11:00,15.5,45.4,109,"0"
2024-09-01 07:12:00,15.3,38.2,170,"0"
2024-09-01 07:13:00,12.7,43.1,209,"0"
2024-09-01 07:14:00,14.8,45,228,"0"
2024-09-01 07:15:00,12.6,45.5,61,"0"
2024-09-01 07:16:00,21.3,57.6,1058,"1"
2024-09-01 07:17:00,16.9,41.6,235,"0"
2024-09-01 07:18:00,10.3,41,264,"0"
2024-09-01 07:19:00,17.2,46.2,208,"0"
2024-09-01 07:20:00,12.2,39.1,201,"0"
2024-09-01 07:21:00,15.6,41.3,87,"0"
2024-09-01 07:22:00,16,41.5,76,"0"
2024-09-01 07:23:00,14.3,44.5,167,"0"
2024-09-01 07:24:00,13.4,43.1,152,"0"
2024-09-01 07:25:00,15,42.3,216,"0"
2024-09-01 07:26:00,15.5,42.6,225,"0"
2024-09-01 07:27:00,16.4,41.8,255,"0"
2024-09-01 07:28:00,10.5,42.3,221,"0"
2024-09-01 07:29:00,11.3,45.9,159,"0"
2024-09-01 07:30:00,17.5,49.6,156,"0"
2024-09-01 07:31:00,16.7,45.4,105,"0"
2024-09-01 07:32:00,15.5,41.7,-9,"0"
2024-09-01 07:33:00,16,42.8,119,"0"
2024-09-01 07:34:00,16.4,40.1,110,"0"
2024-09-01 07:35:00,9.2,44.3,127,"0"
2024-09-01 07:36:00,16.8,37,-26,"0"
2024-09-01 07:37:00,13.6,43,42,"0"
2024-09-01 07:38:00,15,43.3,176,"0"
2024-09-01 07:39:00,13.9,43.1,-35,"0"
2024-09-01 07:40:00,16.3,42.6,145,"0"
2024-09-01 07:41:00,13.8,39,197,"0"
2024-09-01 07:42:00,15.5,40.8,286,"0"
2024-09-01 07:43:00,13.7,42.5,108,"0"
2024-09-01 07:44:00,12.3,43.9,158,"0"
2024-09-01 07:45:00,22.6,48,858,"1"
2024-09-01 07:46:00,15.9,45.5,197,"0"
2024-09-01 07:47:00,17.9,37.5,89,"0"
2024-09-01 07:48:00,14.6,42.6,-24,"0"
2024-09-01 07:49:00,16.7,45.2,365,"0"
2024-09-01 07:50:00,18.4,36.4,93,"0"
2024-09-01 07:51:00,13.9,40.6,121,"0"
2024-09-01 07:52:00,11.8,35,189,"0"
2024-09-01 07:53:00,13.9,43.1,62,"0"
2024-09-01 07:54:00,21.1,54.7,1103,"1"
2024-09-01 07:55:00,14.7,42.2,0,"0"
2024-09-01 07:56:00,17.8,43.6,-55,"0"
2024-09-01 07:57:00,13.7,47.8,141,"0"
2024-09-01 07:58:00,15.1,36.8,95,"0"
2024-09-01 07:59:00,13.9,36.9,81,"0"
2024-09-01 08:00:00,14.4,38.6,147,"0"
2024-09-01 08:01:00,14.9,40.2,-115,"0"
2024-09-01 08:02:00,17,40,99,"0"
2024-09-01 08:03:00,14.5,43.9,150,"0"
2024-09-01 08:04:00,15.7,38.7,254,"0"
2024-09-01 08:05:00,15.8,41.3,12,"0"
2024-09-01 08:06:00,16.1,36.9,228,"0"
2024-09-01 08:07:00,13.1,38.7,141,"0"
2024-09-01 08:08:00,17.5,43,176,"0"
2024-09-01 08:09:00,13.5,43.8,47,"0"
2024-09-01 08:10:00,14,42.7,190,"0"
2024-09-01 08:11:00,17,37.8,201,"0"
2024-09-01 08:12:00,16.8,36.7,373,"0"
2024-09-01 08:13:00,12,41.6,133,"0"
2024-09-01 08:14:00,12.4,43.5,169,"0"
2024-09-01 08:15:00,11.4,45,172,"0"
2024-09-01 08:16:00,14.5,38.4,221,"0"
2024-09-01 08:17:00,14.5,42.3,344,"0"
2024-09-01 08:18:00,14.8,35.4,143,"0"
2024-09-01 08:19:00,15.2,39.3,241,"0"
2024-09-01 08:20:00,22.3,49.4,754,"1"
2024-09-01 08:21:00,12.1,40.9,324,"0"
2024-09-01 08:22:00,16.1,42.7,260,"0"
2024-09-01 08:23:00,15.5,36.4,236,"0"
2024-09-01 08:24:00,11,43.3,84,"0"
2024-09-01 08:25:00,13.8,44.9,27,"0"
2024-09-01 08:26:00,12.2,43.1,134,"0"
2024-09-01 08:27:00,9.9,43.5,-10,"0"
2024-09-01 08:28:00,14.3,37,118,"0"
2024-09-01 08:29:00,13.8,38.5,139,"0"
2024-09-01 08:30:00,13.8,37.9,2,"0"
2024-09-01 08:31:00,14.4,44.2,149,"0"
2024-09-01 08:32:00,15.7,35,241,"0"
2024-09-01 08:33:00,14.3,40.6,337,"0"
2024-09-01 08:34:00,12.7,41.4,151,"0"
2024-09-01 08:35:00,12.4,41.2,170,"0"
2024-09-01 08:36:00,13.6,43.9,29,"0"
2024-09-01 08:37:00,14.5,46.7,252,"0"
2024-09-01 08:38:00,20.4,48.4,830,"1"
2024-09-01 08:39:00,13.5,40.3,165,"0"
2024-09-01 08:40:00,15.8,38.2,95,"0"
2024-09-01 08:41:00,22.6,46,1113,"1"
